Full Node Name|System Status|Solution Name
swpdxb01filp01.im.root-domain.net|in production|aviva uk:active directory (ai) dc im prd hpb
swpfra01adcp01.im.root-domain.net|in production|aviva uk:active directory (ai) dc im prd hpb
swpfra01filp01.im.root-domain.net|in production|aviva uk:fileservices (ai) prd hpb
swplon01adcp01.im.root-domain.net|in production|aviva uk:active directory (ai) dc im prd hpb
swplon01adcp01.im.root-domain.net|in production|aviva uk:sophos (ai) prd hpb
swplon01adcp02.im.root-domain.net|in production|aviva uk:active directory (ai) dc im prd hpb
swplon01adcp02.im.root-domain.net|in production|aviva uk:sophos (ai) prd hpb
swplon01appp02.im.root-domain.net|in production|aviva uk:sccm (ai) prd hpb
swplon01prnp05.im.root-domain.net|in production|aviva uk:print server (ai) prd hpb
swplon01prnp05.im.root-domain.net|in production|aviva uk:sophos (ai) prd hpb
swplon01prnp06.im.root-domain.net|in production|aviva uk:active directory (ai) dc im prd hpb
swplon01prnp06.im.root-domain.net|in production|aviva uk:print server (ai) prd hpb
swplon04prnp01.im.root-domain.net|in production|aviva uk:active directory (ai) dc im prd hpb
swplon04prnp01.im.root-domain.net|in production|aviva uk:print server (ai) prd hpb
swplon05adcp01.im.root-domain.net|deinstalled|aviva uk:sophos (ai) prd hpb
swplon05prnp01.im.root-domain.net|in production|aviva uk:print server (ai) prd hpb
swplon05prnp01.im.root-domain.net|in production|aviva uk:sophos (ai) prd hpb
swppar01adcp01.im.root-domain.net|in production|aviva uk:remote management (ai) prd hpb
swppar02adcp01.im.root-domain.net|in production|aviva uk:remote management (ai) prd hpb
swpsgp01prnp01.im.root-domain.net|in production|aviva uk:active directory (ai) dc im prd hpb
swpsgp01prnp01.im.root-domain.net|in production|aviva uk:sophos (ai) prd hpb
swpsin01adcp01.im.root-domain.net|in production|aviva uk:remote management (ai) prd hpb
swpsin01adcp01.im.root-domain.net|in production|aviva uk:sophos (ai) prd hpb
swpsin01adcp02.im.root-domain.net|in production|aviva uk:remote management (ai) prd hpb
swpsin01adcp02.im.root-domain.net|in production|aviva uk:sophos (ai) prd hpb
swpsin01iisp02.im.root-domain.net|in production|aviva uk:remote management (ai) prd hpb
swpsin01sqlp01.im.root-domain.net|in production|aviva uk:remote management (ai) prd hpb
swpsin01sqlp02.im.root-domain.net|in production|aviva uk:active directory (ai) dc im prd hpb
swpsin01symp01.im.root-domain.net|in production|aviva uk:remote management (ai) prd hpb
swpsin01symp02.im.root-domain.net|in production|aviva uk:remote management (ai) prd hpb
swpsin01symp03.im.root-domain.net|in production|aviva uk:remote management (ai) prd hpb
swpsin01symp04.im.root-domain.net|in production|aviva uk:check point provider prd hpb
swpsin01symp04.im.root-domain.net|in production|aviva uk:fileservices (ai) prd hpb
swpsin01symp04.im.root-domain.net|in production|aviva uk:remote management (ai) prd hpb
swpsin01symp05.im.root-domain.net|in production|aviva uk:active directory (ai) dc im prd hpb
swpsin01symp06.im.root-domain.net|in production|aviva uk:remote management (ai) prd hpb
swpsyd01adcp01.im.root-domain.net|in production|aviva uk:remote management (ai) prd hpb
swpsyd01filp01.im.root-domain.net|in production|aviva uk:remote management (ai) prd hpb
swptpe01filp01.im.root-domain.net|in production|aviva uk:active directory (ai) dc im prd hpb
swptpe01filp01.im.root-domain.net|in production|aviva uk:fileservices (ai) prd hpb
swptpe01filp01.im.root-domain.net|in production|aviva uk:print server (ai) prd hpb
swpzrh01adcp01.im.root-domain.net|in production|aviva uk:active directory (ai) dc im prd hpb
swpzrh01filp01.im.root-domain.net|in production|aviva uk:active directory (ai) dc im prd hpb
sys_mgt cluster.via.novonet|in production|aviva uk:midrange dns prd hpg
sysc.via.novonet|in production|aviva uk:hardware management prd hpp(x)
sysd.via.novonet|in production|aviva uk:hardware management prd hpp(x)
syse.via.novonet|in production|aviva uk:hardware management prd hpp
sysf.via.novonet|in production|aviva uk:hardware management prd hpp
tama001e.ecs.com|in production|aviva uk:customer innovation centre mgt dev hpb(x)
tamd001e.ecs.com|in production|aviva uk:customer innovation centre mgt dev hpb(x)
taml200a.ecs.com|in production|aviva uk:tam 5 (ecommerce) prd hps
taml200e.ecs.com|in production|aviva uk:tam 5 (ecommerce) prd hps
taml200p.ecs.com|in production|aviva uk:tam 5 (ecommerce) prd hps
taml200r.ecs.com|in production|aviva uk:tam 5 (ecommerce) prd hps
taml200w.ecs.com|in production|aviva uk:tam 5 (ecommerce) prd hps
taml201a.via.novonet|in production|aviva uk:tam 5 (ecommerce) prd hps
taml201e.ecs.com|in production|aviva uk:tam 5 (ecommerce) prd hps
taml201p.ecs.com|in production|aviva uk:tam 5 (ecommerce) prd hps
taml201r.ecs.com|in production|aviva uk:tam 5 (ecommerce) prd hpg
taml201w.ecs.com|in production|aviva uk:tam 5 (ecommerce) prd hpg
tamp400a.ecs.com|in production|aviva uk:tam 5 (ecommerce) pre hps
tamp400e.ecs.com|in production|aviva uk:tam 5 (ecommerce) pre hps
tamp400p.ecs.com|in production|aviva uk:tam 5 (ecommerce) pre hps
tamp400r.ecs.com|in production|aviva uk:tam 5 (ecommerce) pre hps
tamp400w.ecs.com|in production|aviva uk:tam 5 (ecommerce) pre hps
tamp401e.ecs.com|in production|aviva uk:tam 5 (ecommerce) pre hps
tamp401p.ecs.com|in production|aviva uk:tam 5 (ecommerce) pre hps
tamp401r.ecs.com|in production|aviva uk:tam 5 (ecommerce) pre hps
tamp401w.ecs.com|in production|aviva uk:tam 5 (ecommerce) pre hps
tams001e.ecs.com|in production|aviva uk:customer innovation centre mgt dev hpb(x)
tamu150a.ecs.com|in production|aviva uk:tam 5 (ecommerce) uat hps(x)
tamu150e.ecs.com|in production|aviva uk:tam 5 (ecommerce) uat hps(x)
tamu150p.ecs.com|in production|aviva uk:tam 5 (ecommerce) uat hps(x)
tamu150r.ecs.com|in production|aviva uk:seps uat hps
tamu150w.ecs.com|in production|aviva uk:tam 5 (ecommerce) uat hps(x)
tdw cluster.via.novonet|in production|aviva uk:tivoli monitoring dev hpg(x)
tdw cluster.via.novonet|in production|aviva uk:tivoli monitoring prd hpg(x)
tecnv cluster.via.novonet|in production|aviva uk:tivoli monitoring prd hpg(x)
temshub cluster.via.novonet|in production|aviva uk:tivoli monitoring dev hpg(x)
temshub cluster.via.novonet|in production|aviva uk:tivoli monitoring prd hpg(x)
teps cluster.via.novonet|in production|aviva uk:tivoli monitoring dev hpg(x)
teps cluster.via.novonet|in production|aviva uk:tivoli monitoring prd hpg(x)
testbld1.via.novonet|in production|aviva uk:midrange poc tst hpb
testbld2.via.novonet|in production|aviva uk:midrange poc tst hpb
testbld21.norwich-union.com|in production|aviva uk:midrange poc tst hpb
testbld22.via.novonet|in production|aviva uk:midrange poc tst hpb
testbld23.via.novonet|in production|aviva uk:midrange poc tst hpb
testbld24.via.novonet|in production|aviva uk:midrange poc tst hpb
testbld3.via.novonet|in production|aviva uk:midrange poc tst hpb
testbld31.norwich-union.com|in production|aviva uk:midrange poc tst hpb
testbld32.via.novonet|in production|aviva uk:midrange poc tst hpb
testbld33.via.novonet|in production|aviva uk:midrange poc tst hpb
testbld34.via.novonet|in production|aviva uk:midrange poc tst hpb
testbld4.via.novonet|in production|aviva uk:midrange poc tst hpb
testbldvio1.via.novonet|in production|aviva uk:vio tst hpb
testbldvio1.via.novonet|in production|aviva uk:vio tst hpb(x)
testbldvio2.via.novonet|in production|aviva uk:vio tst hpb
testbldvio2.via.novonet|in production|aviva uk:vio tst hpb(x)
testdc2-ams.via.novonet|in production|aviva uk:storage & backup prd hps(x)
testdc2.via.novonet|in production|aviva uk:storage & backup prd hps(x)
testdc2s01.via.novonet|in production|aviva uk:storage & backup prd hpb
testdc3-ams.via.novonet|in production|aviva uk:storage & backup prd hps(x)
testdc3.via.novonet|in production|aviva uk:storage & backup prd hps(x)
testdc3s01.via.novonet|in production|aviva uk:storage & backup prd hpb
tie.via.novonet|in production|aviva uk:midrange hmc tst hpb
tlmihsp01.via.novonet|in production|aviva uk:tlm smartstream prd hpg(x)
tlmihsp02.via.novonet|in production|aviva uk:tlm smartstream prd hpg(x)
tlmihsp03.via.novonet|in production|aviva uk:tlm smartstream prd hpg(x)
tlmihsp04.via.novonet|in production|aviva uk:tlm smartstream prd hpg(x)
trafalgar cluster.via.novonet|in production|aviva uk:system management (oracle) dev hpg
tslnu9aa.via.novonet|in production|aviva uk:unisure dev hps(x)
tslnu9ab.via.novonet|in production|aviva uk:unisure dev hps(x)
tslnu9bc.via.novonet|in production|aviva uk:aries (ukl) prd hps
tsmdrlm01.via.novonet|in production|aviva uk:tsm prd hps(x)
tsmdrlm02.via.novonet|in production|aviva uk:tsm prd hps(x)
tsml001a.via.novonet|in production|aviva uk:tsm prd hps(x)
tsml003a.via.novonet|in production|aviva uk:tsm prd hps(x)
tsml004a.via.novonet|in production|aviva uk:lotus notes prd hps(x)
tsml006a.via.novonet|in production|aviva uk:tsm prd hps(x)
tsml007a.via.novonet|in production|aviva uk:tsm prd hps(x)
tsml008a.via.novonet|in production|aviva uk:tsm prd hps(x)
tsml009a.via.novonet|in production|aviva uk:tsm prd hps(x)
tsml010a.via.novonet|in production|aviva uk:tsm prd hpb
tsml011a.via.novonet|in production|aviva uk:tsm prd hps(x)
tsml012a.via.novonet|in production|aviva uk:tsm prd hps(x)
tsml013a.via.novonet|in production|aviva uk:tsm prd hps(x)
tsml014a.via.novonet|in production|aviva uk:tsm prd hps(x)
tsml014b.via.novonet|in production|aviva uk:tsm prd hps(x)
tsml015a.via.novonet|in production|aviva uk:tsm prd hps(x)
tsml016a.via.novonet|in production|aviva uk:tsm prd hps(x)
tsml017a.via.novonet|in production|aviva uk:tsm prd hpb
tsml018a.via.novonet|in production|aviva uk:tsm prd hpb
tsml019a.via.novonet|in production|aviva uk:tsm prd hpb
tsml020a.via.novonet|in production|aviva uk:tsm prd hps(x)
tsml021a.via.novonet|in production|aviva uk:tsm prd hps(x)
tsml024a.via.novonet|in production|aviva uk:tsm prd hps(x)
tsml025a.via.novonet|in production|aviva uk:tsm prd hps(x)
tsml027a.via.novonet|in production|aviva uk:prophet prd hpb
tsml028a.via.novonet|in production|aviva uk:tsm prd hps(x)
tsml029a.via.novonet|in production|aviva uk:tsm prd hps(x)
tsml030a.via.novonet|in production|aviva uk:tsm prd hps(x)
tsml031a.via.novonet|in production|aviva uk:tsm prd hps(x)
tsmlc1 cluster.via.novonet|in production|aviva uk:tsm prd hpg(x)
tsmlcp03.via.novonet|in production|aviva uk:tsm prd hpg(x)
tsmlcp04.via.novonet|in production|aviva uk:tsm prd hpg(x)
tsmlm1 cluster.via.novonet|in production|aviva uk:tsm prd hpg(x)
tspexp.via.novonet|in production|aviva uk:mainframe aviva france prd hpg
tspnp1.via.novonet|in production|aviva uk:mainframe aviva france prd hpg
tspzd2.via.novonet|in production|aviva uk:mainframe aviva france prd hpg
tspzr1.via.novonet|in production|aviva uk:mainframe aviva france prd hpg
tsrd001t.via.novonet|in production|aviva uk:emblem dev hps
tsrl002t.via.novonet|in production|aviva uk:emblem prd hps(x)
tsrl003t.via.novonet|in production|aviva uk:emblem prd hps(x)
tsrl004t.via.novonet|in production|aviva uk:emblem prd hps(x)
tsrl005t.via.novonet|in production|aviva uk:emblem prd hps(x)
tsrl006t.via.novonet|in production|aviva uk:emblem prd hps(x)
tsrl007t.via.novonet|in production|aviva uk:emblem prd hps(x)
tsrl008t.via.novonet|in production|aviva uk:distributed server management prd hps(x)
tsrl009t.via.novonet|in production|aviva uk:distributed server management prd hps(x)
tsrl010l.via.novonet|in production|aviva uk:sbc infrastructure norwich prd hps(x)
tsrl012t.via.novonet|in production|aviva uk:connect direct via prd hps
tsrl013a.via.novonet|in production|aviva uk:virtual management prd hps(x)
tsrl014a.via.novonet|in production|aviva uk:virtual management prd hps(x)
tsrl015a.via.novonet|in production|aviva uk:virtual management prd hps(x)
tsrl017a.via.novonet|in production|aviva uk:distributed server management prd hps(x)
tsrl018a.via.novonet|in production|aviva uk:distributed server management prd hps(x)
tsrl023t.via.novonet|in production|aviva uk:virtual management prd hps(x)
tsrl025a.via.novonet|in production|aviva uk:distributed server management prd hps(x)
tstp001t.via.novonet|in production|aviva uk:doyle uat hps
tsts6001.via.novonet|in production|aviva uk:customer innovation centre mgt dev hpb(x)
tsts6002.via.novonet|in production|aviva uk:customer innovation centre mgt dev hpb(x)
tsts6003.via.novonet|in production|aviva uk:customer innovation centre mgt dev hpb(x)
tsts6004.via.novonet|in production|aviva uk:customer innovation centre mgt dev hpb(x)
tsts6005.via.novonet|in production|aviva uk:customer innovation centre mgt dev hpb(x)
tsts6006.via.novonet|in production|aviva uk:customer innovation centre mgt dev hpb(x)
tsts6007.via.novonet|in production|aviva uk:customer innovation centre mgt dev hpb(x)
tsts6008.via.novonet|in production|aviva uk:customer innovation centre mgt dev hpb(x)
tsts6021.error.com|in production|aviva uk:customer innovation centre mgt dev hpb(x)
tsts6022.error.com|in production|aviva uk:customer innovation centre mgt dev hpb(x)
tsts6023.error.com|in production|aviva uk:customer innovation centre mgt dev hpb(x)
tsts6024.error.com|in production|aviva uk:customer innovation centre mgt dev hpb(x)
tsts6025.error.com|in production|aviva uk:customer innovation centre mgt dev hpb(x)
tsts6030.via.novonet|in production|aviva uk:customer innovation centre mgt dev hpb(x)
tsts6031.via.novonet|in production|aviva uk:customer innovation centre mgt dev hpb(x)
tsts866t.via.novonet|in production|aviva uk:customer innovation centre mgt dev hpb(x)
tsts869t.via.novonet|in production|aviva uk:customer innovation centre mgt dev hpb(x)
udbl001a.via.novonet|in production|aviva uk:tmu prd hps(x)
udbl001a.via.novonet|in production|aviva uk:tsm prd hps(x)
udbl002a.via.novonet|in production|aviva uk:tmu prd hps(x)
udbl003a.via.novonet|in production|aviva uk:tmu prd hpb(x)
udbl004a.via.novonet|in production|aviva uk:tmu prd hpb(x)
ukbisavhp001.omc.hp.com|in production|aviva uk:midrange quorum prd hpb
ukbmavdtd001.via.novonet|in production|aviva uk:hp data protector prd hpb
ukbmdavia001.avivagroup.com|in production|aviva uk:domain management prd hpb
ukbmdavia811.via.novonet|in production|aviva uk:domain management prd hpb
ukcidavia801.novonet|in production|aviva uk:customer innovation centre mgt dev hpb
ukcidavia802.novonet|in production|aviva uk:customer innovation centre mgt dev hpb
ukcidavia811.via.novonet|in production|aviva uk:customer innovation centre mgt dev hpb
ukcidavia812.via.novonet|in production|aviva uk:customer innovation centre mgt dev hpb
ukcisavia100.via1.novonet|in production|aviva uk:customer innovation centre mgt dev hpb
ukcisavia105.via1.novonet|in production|aviva uk:customer innovation centre mgt dev hpb
ukcisavia106.via1.novonet|in production|aviva uk:customer innovation centre mgt dev hpb
ukcisavia107.via1.novonet|in production|aviva uk:customer innovation centre mgt dev hpb
ukcisavia108.via1.novonet|in production|aviva uk:customer innovation centre mgt dev hpb
ukcisavia110.via1.novonet|in production|aviva uk:customer innovation centre mgt dev hpb(x)
ukcisavia111.via.novonet|in production|aviva uk:customer innovation centre mgt dev hpb(x)
ukcisavia120.via1.novonet|in production|aviva uk:customer innovation centre mgt dev hpb
ukcisavia121.via1.novonet|in production|aviva uk:customer innovation centre mgt dev hpb
ukcisavia125.via1.novonet|in production|aviva uk:customer innovation centre mgt dev hpb(x)
ukcisavia130.via.novonet|obsolete|aviva uk:customer innovation centre mgt dev hpb
ukcisavia131.via.novonet|obsolete|aviva uk:customer innovation centre mgt dev hpb
ukcisavia132.via.novonet|obsolete|aviva uk:customer innovation centre mgt dev hpb
ukcisavia133.via.novonet|obsolete|aviva uk:customer innovation centre mgt dev hpb
ukcisavia134.via.novonet|obsolete|aviva uk:customer innovation centre mgt dev hpb
ukcisavia135.via.novonet|obsolete|aviva uk:customer innovation centre mgt dev hpb
ukcisavia136.via.novonet|obsolete|aviva uk:customer innovation centre mgt dev hpb
ukcisavia137.via.novonet|obsolete|aviva uk:customer innovation centre mgt dev hpb
ukcisavia140.via.novonet|in production|aviva uk:customer innovation centre mgt dev hpb
ukcisavia141.via.novonet|in production|aviva uk:customer innovation centre mgt dev hpb
ukcisavia142.via.novonet|in production|aviva uk:customer innovation centre mgt dev hpb
ukcisavia145.via.novonet|obsolete|aviva uk:customer innovation centre mgt dev hpb
